"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
c2_calctext_8,reconsent_script_to_accompanying_verbal_consent_fo,,text,"[you / they]",,,,,,,,,,,,," @HIDDEN @CALCTEXT(if([study_forms_arm_1][b2_p_type]='2' OR ([study_forms_arm_1][b2_p_type]='1' and [study_forms_arm_1][b2_assist]='0'), 'you', if([study_forms_arm_1][b2_p_type]='1' and [study_forms_arm_1][b2_assist]='1','they', '[you / they]')))"
c2_calctext_9,reconsent_script_to_accompanying_verbal_consent_fo,,text,"[you become / the resident becomes]",,,,,,,,,,,,," @HIDDEN @CALCTEXT(if([study_forms_arm_1][b2_p_type]='2' OR ([study_forms_arm_1][b2_p_type]='1' and [study_forms_arm_1][b2_assist]='0'), 'you become', if([study_forms_arm_1][b2_p_type]='1' and [study_forms_arm_1][b2_assist]='1','the resident becomes', '[you become / the resident becomes]')))"
c2_calctext_10,reconsent_script_to_accompanying_verbal_consent_fo,,text,"[you have / the resident has]",,,,,,,,,,,,," @HIDDEN @CALCTEXT(if([study_forms_arm_1][b2_p_type]='2' OR ([study_forms_arm_1][b2_p_type]='1' and [study_forms_arm_1][b2_assist]='0'), 'you have', if([study_forms_arm_1][b2_p_type]='1' and [study_forms_arm_1][b2_assist]='1','the resident has', '[you have / the resident has]')))"
c2_calctext_11,reconsent_script_to_accompanying_verbal_consent_fo,,text,"[providing / the resident providing]",,,,,,,,,,,,," @HIDDEN @CALCTEXT(if([study_forms_arm_1][b2_p_type]='2' OR ([study_forms_arm_1][b2_p_type]='1' and [study_forms_arm_1][b2_assist]='0'), 'providing', if([study_forms_arm_1][b2_p_type]='1' and [study_forms_arm_1][b2_assist]='1','the resident providing', '[providing / the resident providing]')))"
c2_calctext_12,reconsent_script_to_accompanying_verbal_consent_fo,,text,"[you want / the resident wants]",,,,,,,,,,,,," @HIDDEN @CALCTEXT(if([study_forms_arm_1][b2_p_type]='2' OR ([study_forms_arm_1][b2_p_type]='1' and [study_forms_arm_1][b2_assist]='0'), 'you want', if([study_forms_arm_1][b2_p_type]='1' and [study_forms_arm_1][b2_assist]='1','the resident wants', '[you want / the resident wants]')))"
c2_key_info,reconsent_script_to_accompanying_verbal_consent_fo,,descriptive,"<div class=""rich-text-field-label""><p><span style=""text-decoration: underline;"">KEY INFORMATION AND PURPOSE</span></p> <p>Hello, my name is [user-fullname]. [c2_calctext_1] being asked to participate in a CDC-sponsored study about COVID-19 in nursing homes led by [study_forms_arm_1][b2_site] and Abt Associates. This study will help us understand how long people have COVID-19 and its spread in nursing homes, in order to help inform CDC recommendations. [c2_calctext_6] had previously consented to be in the study but we wanted to confirm your continued participation so we are going to go through everything with you again. [c2_calctext_2] participation in this study is completely optional and [c2_calctext_3] can stop at any time. [c2_calctext_2] care at [study_forms_arm_1][b2_facility] will not change whether you agree to participate or not.</p></div>",,,,,,,"[c2_verify] = '1'",,,,,,
c2_procedures_r,reconsent_script_to_accompanying_verbal_consent_fo,,descriptive,"<div class=""rich-text-field-label""><p><u>PROCEDURES</u></p> <p>If you decide to join this study, we will ask [c2_calctext_3] to do the following:</p> <ol> <li>If [c2_calctext_4] roommate tests positive for COVID-19, [c2_calctext_3] will be asked to provide two nasal swabs that go no more than ¾ of an inch inside [c2_calctext_7] nose every day for 7 days from [c2_calctext_7] last exposure. [c2_calctext_6] may refuse to be tested any day, and we will return the next day if [c2_calctext_8] feel like being tested during that period. </li> <li>If [c2_calctext_9] infected with COVID-19, [c2_calctext_3] will be asked to provide two nasal swabs every day for 14 days after the first positive test - a total of 28 swabs.</li> <li>Any time swabs are collected for the study, [c2_calctext_3] may be asked about illness symptoms.</li> <li>We will access [c2_calctext_4] medical records at the nursing home and may also ask [c2_calctext_3] to confirm specific demographic and health data, including COVID-19 history and vaccination status and whether [c2_calctext_10] been diagnosed with other conditions like heart disease, cancer, and HIV.</li> <li>Overall, if you agree to be in the first part of the study, [c2_calctext_3] may receive up to 28 additional nasal swabs for study purposes. We will pay you for providing these additional swabs.</li> <li>One of the tests we use tests for both COVID-19 and influenza. We will share any clinically relevant test results with you and the nursing home. We will also share results with the state health department as required.</li> <li>At the end of the 14-days, you will be asked if you want to continue participating in an extended part of study. If you agree to be in this extended study, [c2_calctext_3] will be asked to provide two nasal swabs twice per week for another 2 weeks and then every week for up to 3 months. [c2_calctext_6] may refuse to be tested any day, and our team will return to ask if [c2_calctext_8] feel like getting tested during that 90-day period. This sub-study will involve 26 swabs. </li> </ol></div>",,,,,,,"[c2_verify] = '1' and [study_forms_arm_1][b2_p_type] = '1'",,,,,,
c2_benefits_r,reconsent_script_to_accompanying_verbal_consent_fo,,descriptive,"<div class=""rich-text-field-label""><p style=""margin: 6.0pt 0in 6.0pt 0in;""><u>BENEFITS</u></p> <p style=""margin: 6.0pt 0in 6.0pt 0in;"">There are some other things you should know about participating.</p> <p style=""margin: 6.0pt 0in 6.0pt 0in;"">You will be paid for [c2_calctext_11] nasal swabs, answering survey questions, and allowing us to access [c2_calctext_4] health records. You will receive <span style=""background-color: #e8f70a;"">X</span> dollars for the initial survey, <span style=""background-color: #e8f70a;"">X</span> dollars for each day of swabbing, and an additional <span style=""background-color: #e8f70a;"">X</span> dollars if [c2_calctext_3] complete at least three-quarters of the expected nasal swabs. There is no cost to you or your insurance for participating in this study. [c2_calctext_2] participation in this study also has a chance to teach us a lot about COVID-19, which could benefit [c2_calctext_3], or someone you know, in the future. </p></div>",,,,,,,"[c2_verify] = '1' and [study_forms_arm_1][b2_p_type] = '1'",,,,,,
c2_risks,reconsent_script_to_accompanying_verbal_consent_fo,,descriptive,"<div class=""rich-text-field-label""><p style=""margin: 6.0pt 0in 6.0pt 0in;""><u>RISKS/DISCOMFORTS</u></p> <p style=""margin: 6.0pt 0in 6.0pt 0in;"">A possible risk of participating in this additional testing is brief discomfort when collecting your nasal swabs or a very small risk of injury such as a nosebleed. There is also a small chance that someone could access your information without permission; we will take every precaution to stop this from happening. Information that could identify [c2_calctext_3], such as your name or email address, will be removed from the data for all data analysis.</p> <p style=""margin: 6.0pt 0in 6.0pt 0in;"">Do you have any further questions about this study or need me to repeat any information? Do you want to think about it or talk to a family member before agreeing to be a part of the study?</p> <p style=""margin: 6.0pt 0in 6.0pt 0in;"">Do you understand that if you consent to be in this study we will be asking you for additional nasal swabs that you may not need to get if you were not part of the study?</p></div>",,,,,,,"[c2_verify] = '1'",,,,,,
c2_contact_info,reconsent_script_to_accompanying_verbal_consent_fo,,descriptive,"<div class=""rich-text-field-label""><p style=""margin: 6.0pt 0in 6.0pt 0in;""><u>CONTACT INFORMATION</u></p> <p style=""margin: 6.0pt 0in 6.0pt 0in;"">All of this information, including the incentive structure, instructions, risks and benefits, and confidentiality information, will be provided to you in writing.</p> <p style=""margin: 6.0pt 0in 6.0pt 0in;"">If you have more questions about the study, you may speak to <span style=""background-color: #2dc26b;"">[contact]</span> at [study_forms_arm_1][b2_site]. If you think [c2_calctext_3] have been harmed by [c2_calctext_4] participation in the study, please contact <span style=""background-color: #2dc26b;"">[contact]</span> and mention that you are calling about the SARS-CoV-2 Shedding in Nursing Home Staff and Residents (INHERENT) Study. If you have questions about [c2_calctext_4] rights as a study participant, contact <span style=""background-color: #2dc26b;"">[site IRB contact information]</span>.</p></div>",,,,,,,"[c2_verify] = '1'",,,,,,
c2_questions,reconsent_script_to_accompanying_verbal_consent_fo,,descriptive,"<div class=""rich-text-field-label""><p>Say: <span style=""font-weight: normal;"">Now I'm going to ask you a few questions to make sure you understand the study.</span></p> <p><span style=""font-weight: normal;"">1. What are some of the things you will be asked to do if you choose to participate in this study?</span></p> <p style=""margin: 6.0pt 0in 6.0pt 0in;""><span style=""font-weight: normal;""><i>Correct if resident names one of the following: provide nasal swabs every day for 14 days following a positive test, provide access to health records, answer survey questions. Study staff confirms understanding of remaining procedures.</i></span></p> <p><span style=""font-weight: normal;"">2. Do you have to be in this study if you do not want to participate?</span></p> <p style=""margin: 6.0pt 0in 6.0pt 0in;""><span style=""font-weight: normal;""><i>Correct if answer No</i></span></p></div>",,,,,,,"[c2_verify] = '1' and [study_forms_arm_1][b2_p_type]='1' and [study_forms_arm_1][b2_assist]='0'",,,,,,
c2_p_name,reconsent_script_to_accompanying_verbal_consent_fo,"<div class=""rich-text-field-label""><h6 style=""margin: 6.0pt 0in 6.0pt 0in;""><span style=""text-decoration: underline;""><strong>CONSENT TO TAKE PART IN INHERENT STUDY</strong></span></h6> <p style=""margin: 6.0pt 0in 6.0pt 0in;""> </p> <p style=""margin: 6.0pt 0in 6.0pt 0in;""><strong>Completed by Study Staff:</strong></p></div>",text,"First Name and Last name of individual: ",,,,,,,"[c2_verify] = '1'",y,,,,,
c2_consent_main,reconsent_script_to_accompanying_verbal_consent_fo,,radio,"Did the person provide verbal consent?","1, Yes, consented | 0, No, did not consent",,,,,,"[c2_verify] = '1'",y,,,,,
c2_staff_name_main,reconsent_script_to_accompanying_verbal_consent_fo,,text,"Name of study staff obtaining consent (print)  ",,"First and Last Name",,,,,"[c2_consent_main] = '1'",y,,,,,
c2_staff_sign_main,reconsent_script_to_accompanying_verbal_consent_fo,,file,Signature,,,signature,,,,"[c2_consent_main] = '1'",y,,,,,
c2_date_main,reconsent_script_to_accompanying_verbal_consent_fo,,text,"Date of consent",,mm-dd-yyyy,date_mdy,2023-02-01,today,,"[c2_consent_main] = '1'",y,,,,," @FORCE-MINMAX"
c2_time_main,reconsent_script_to_accompanying_verbal_consent_fo,,text,"Time of consent",,"24-hour time format",time,,,,"[c2_consent_main] = '1'",y,,,,,
d1_info,resident_enrollment_admin_appendix_d1,"<div class=""rich-text-field-label""><h6><span style=""text-decoration: underline;""><strong>ADMINISTRATIVE INFORMATION </strong></span></h6></div>",descriptive,"1. Study Site: [study_forms_arm_1][b_site]
2. Name of Nursing Home: [study_forms_arm_1][b_facility]
3. Participant ID: [study_forms_arm_1][study_id]",,,,,,,,,,,,,
d1_bu_unit1,resident_enrollment_admin_appendix_d1,,radio,"4. Unit:","1, Homestead | 2, Miramar | 3, TCU | 4, The Avenue | 5, The Boulevard",,,,,,"[b_fac_bu] = '1' ",y,,,,,
d1_bu_unit2,resident_enrollment_admin_appendix_d1,,radio,"4. Unit:","1, One East | 2, One North | 3, RRS/One South | 4, Two East | 5, Two North | 6, Two South",,,,,,"[b_fac_bu] = '2' ",y,,,,,
d1_bu_unit3,resident_enrollment_admin_appendix_d1,,radio,"4. Unit:","1, A Wing | 2, B Wing | 3, C Wing | 4, D Wing | 5, E Wing",,,,,,"[b_fac_bu] = '3' ",y,,,,,
d1_bu_unit4,resident_enrollment_admin_appendix_d1,,radio,"4. Unit:","1, 1N | 2, 1S | 3, 2E | 4, 2S | 5, 3N | 6, 3S | 7, Vent",,,,,,"[b_fac_bu] = '4' ",y,,,,,
d1_bu_unit5,resident_enrollment_admin_appendix_d1,,radio,"4. Unit:","1, The Bay | 2, The Cove | 3, The Hill | 4, Green Homes",,,,,,"[b_fac_bu] = '5' ",y,,,,,
d1_cwru_unit1,resident_enrollment_admin_appendix_d1,,radio,"4. Unit:","1, North | 2, South | 3, Dom Plus",,,,,,"[b_fac_cwru] = '1' ",y,,,,,
d1_cwru_unit2,resident_enrollment_admin_appendix_d1,,radio,"4. Unit:","1, Floor 2 | 2, Floor 3 | 3, Floor 4",,,,,,"[b_fac_cwru] = '2' ",y,,,,,
d1_cwru_unit3,resident_enrollment_admin_appendix_d1,,radio,"4. Unit:","1, Fairmont | 2, Beachwood | 3, Friedman | 4, Shaker | 5, Euclid | 6, Marcus | 7, Heights",,,,,,"[b_fac_cwru] = '3' ",y,,,,,
d1_cwru_unit4,resident_enrollment_admin_appendix_d1,,radio,"4. Unit:","1, Myers | 2, Mandel",,,,,,"[b_fac_cwru] = '4' ",y,,,,,
d1_cwru_unit5,resident_enrollment_admin_appendix_d1,,radio,"4. Unit:","1, Floor 2 | 2, Floor 3",,,,,,"[b_fac_cwru] = '5' ",y,,,,,
d1_cwru_unit6,resident_enrollment_admin_appendix_d1,,radio,"4. Unit:","1, 100 Area | 2, 200 Area",,,,,,"[b_fac_cwru] = '6' ",y,,,,,
d1_cwru_unit7,resident_enrollment_admin_appendix_d1,,radio,"4. Unit:","1, 100 North | 2, 100 South | 3, 200 North | 4, 200 South | 5, 300 North | 6, 300 South",,,,,,"[b_fac_cwru] = '7' ",y,,,,,
d1_cwru_unit8,resident_enrollment_admin_appendix_d1,,radio,"4. Unit:","1, 100 Branch | 2, 200 Branch | 3, 300 Branch | 4, 400 Branch",,,,,,"[b_fac_cwru] = '8' ",y,,,,,
d1_cwru_unit9,resident_enrollment_admin_appendix_d1,,radio,"4. Unit:","1, 100s | 2, 200s | 3, 300s | 4, 400s",,,,,,"[b_fac_cwru] = '9' ",y,,,,,
d1_cwru_unit10,resident_enrollment_admin_appendix_d1,,radio,"4. Unit:","1, 100 Wing | 2, 200 Wing | 3, 300 Wing | 4, 400 Wing",,,,,,"[b_fac_cwru] = '10' ",y,,,,,
d1_cwru_unit11,resident_enrollment_admin_appendix_d1,,radio,"4. Unit:","1, Tulip Trail | 2, Orchid Way | 3, Daisy Avenue | 4, Iris Court",,,,,,"[b_fac_cwru] = '11' ",y,,,,,
d1_cwru_unit12,resident_enrollment_admin_appendix_d1,,radio,"4. Unit:","1, Station 1 | 2, Station 3 | 3, Memory Care Neighborhood",,,,,,"[b_fac_cwru] = '12' ",y,,,,,
d1_cwru_unit13,resident_enrollment_admin_appendix_d1,,radio,"4. Unit:","1, Floor 2 Wing 1 | 2, Floor 2 Wing 2 | 3, Floor 2 Wing 3 | 4, Floor 3 Wing 1 | 5, Floor 3 Wing 2 | 6, Floor 3 Wing 3",,,,,,"[b_fac_cwru] = '13' ",y,,,,,
d1_cwru_unit14,resident_enrollment_admin_appendix_d1,,radio,"4. Unit:","1, Floor 1 | 2, Floor 2 Wing 1 | 3, Floor 2 Wing 2 | 4, Floor 2 Wing 3",,,,,,"[b_fac_cwru] = '14' ",y,,,,,
d1_cwru_unit15,resident_enrollment_admin_appendix_d1,,radio,"4. Unit:","1, 100 Area | 2, 200 Area",,,,,,"[b_fac_cwru] = '15' ",y,,,,,
d1_eu_unit1,resident_enrollment_admin_appendix_d1,,radio,"4. Unit:","1, 1st Victoria court/ A wing | 2, 1st Garden Trail | 3, 2nd Westing Way | 4, Basement Tailor Lane",,,,,,"[b_fac_eu] = '1' ",y,,,,,
d1_eu_unit2,resident_enrollment_admin_appendix_d1,,radio,"4. Unit:","1, 2nd floor north, south, middle | 2, 3rd floor north, south, middle | 3, 4th floor north, south, middle",,,,,,"[b_fac_eu] = '2' ",y,,,,,
d1_eu_unit3,resident_enrollment_admin_appendix_d1,,radio,"4. Unit:","1, 2 Blue | 2, 2 Green | 3, 2 Pink | 4, 3 Blue | 5, 3 Green | 6, 3 Pink",,,,,,"[b_fac_eu] = '3' ",y,,,,,
d1_jhu_unit1,resident_enrollment_admin_appendix_d1,,radio,"4. Unit:","1, Second Floor | 2, Third Floor",,,,,,"[b_fac_jhu] = '1' ",y,,,,,
d1_jhu_unit2,resident_enrollment_admin_appendix_d1,,radio,"4. Unit:","1, First Floor | 2, Second Floor",,,,,,"[b_fac_jhu] = '2' ",y,,,,,
d1_jhu_unit3,resident_enrollment_admin_appendix_d1,,radio,"4. Unit:","1, 1 Renn | 2, MSU | 3, 2 Renn | 4, 2 West | 5, 3 South | 6, 2 South | 7, 3 South",,,,,,"[b_fac_jhu] = '3' ",y,,,,,
d1_jhu_unit4,resident_enrollment_admin_appendix_d1,,radio,"4. Unit:","1, Park | 2, Brook | 3, Broadway",,,,,,"[b_fac_jhu] = '4' ",y,,,,,
d1_jhu_unit5,resident_enrollment_admin_appendix_d1,,radio,"4. Unit:","1, Patuxent | 2, Chesapeake | 3, IP | 4, Atlantic 1 | 5, Atlantic 2 | 6, MSU",,,,,,"[b_fac_jhu] = '5' ",y,,,,,
d1_jhu_unit6,resident_enrollment_admin_appendix_d1,,radio,"4. Unit:","1, Dorsey Unit | 2, Prospect",,,,,,"[b_fac_jhu] = '6' ",y,,,,,
d1_osu_unit1,resident_enrollment_admin_appendix_d1,,radio,"4. Unit:","1, East Hall | 2, South Hall 1 | 3, South Hall 2 | 4, West Hall",,,,,,"[b_fac_osu] = '1' ",y,,,,,
d1_osu_unit2,resident_enrollment_admin_appendix_d1,,radio,"4. Unit:","1, 2 West A | 2, 2 West B | 3, 3 West A | 4, 3 West B | 5, 4 West A | 6, 4 West B | 7, 5 West A | 8, 5 West B",,,,,,"[b_fac_osu] = '2' ",y,,,,,
d1_osu_unit3,resident_enrollment_admin_appendix_d1,,radio,"4. Unit:","1, A Wing | 2, B Wing | 3, C Wing",,,,,,"[b_fac_osu] = '3' ",y,,,,,
d1_osu_unit4,resident_enrollment_admin_appendix_d1,,radio,"4. Unit:","1, A Hall | 2, B Hall | 3, C Hall",,,,,,"[b_fac_osu] = '4' ",y,,,,,
d1_osu_unit5,resident_enrollment_admin_appendix_d1,,radio,"4. Unit:","1, A Wing | 2, B Wing | 3, C Wing | 4, D Wing | 5, E Wing",,,,,,"[b_fac_osu] = '5' ",y,,,,,
d1_um_unit1,resident_enrollment_admin_appendix_d1,,radio,"4. Unit:","1, Maple (300/400) | 2, Beech (600/700) | 3, Cypress (100/200) | 4, Meadows (500)",,,,,,"[b_fac_um] = '1' ",y,,,,,
d1_um_unit2,resident_enrollment_admin_appendix_d1,,radio,"4. Unit:","1, LTC | 2, Rehab",,,,,,"[b_fac_um] = '2' ",y,,,,,
d1_um_unit3,resident_enrollment_admin_appendix_d1,,radio,"4. Unit:","1, Lakevue A | 2, Lakevue B | 3, Valleyvue A | 4, Valleyvue B | 5, Horizonvue A | 6, Horizonvue B",,,,,,"[b_fac_um] = '3' ",y,,,,,
